1;PA-001;05.04.03;RFO;0;Komputer PC ( AIO );PONTIANAK;PA;2019;2019;Dell;3050 AIO;CN-0PM3F7-PE200-84R-0913-A00;Sion Computer;7899000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/1/16584622126156878806572623694568_4938aa59d582bf90724b4cca33e3f422_038736aab8065d0905293c10c4008b2b.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
2;PA-002;05.04.03;RFO;0;Komputer PC ( AIO );PONTIANAK;PA;2019;2019;Dell;3050 AIO;CN-OPM3F7-PE200-842-0413-A00;Sion Computer;7899000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
3;PA-003;05.04.03;RPS.01;0;Komputer PC ( AIO );PONTIANAK;PA;2019;2019;Dell;3050 AIO;CN-OPM3F7-PE200-84R-1242-A00;Sion Computer;7899000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
4;PA-004;05.04.11;RFO;0;Telepon;PONTIANAK;PA;2019;2019;Panasonic;KX- DT543X;7JBTF 116689;Cahaya Elektronik;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/4/image_87d6d18a086747a1e7fa5da85de0b4f2.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
5;PA-005;05.04.11;RFO;0;Telepon;PONTIANAK;PA;2019;2019;Panasonic;KX- TS820 MXW;5CAKD 148825;Cahaya Elektronik;275000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/5/16584597526478996471543326808992_c150b08fd0315a43190bc8d1c501b453.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
6;PA-006;05.04.11;RPS.01;0;Telepon;PONTIANAK;PA;2019;2019;Panasonic;KX- TS820 MXW;5CAKD 148904;Cahaya Elektronik;275000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/6/16584589467712610719181798751232_38aed58d18a55ae9102be6c3d6260033.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
8;PA-008;05.02.02;ADM;0;UPS;PONTIANAK;PA;2019;2019;Cyber Power;1500 VA/ 900 W;NULL;Sion Computer;1445454;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
9;PA-009;05.02.02;ADM;0;UPS;PONTIANAK;PA;2109;2019;Cyber Power;2200 VA/ 1320 W;NULL;Sion Computer;3022727;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
10;PA-010;05.02.03;RFO;0;Stabilizer;PONTIANAK;PA;2021;2021;Minamoto;SM 3000;25G2T1900486;Asterindo;1960000;NULL;NULL;NULL;NULL;NULL;Baik;NULL;NULL;0000-00-00 00:00:00;0000-00-00 00:00:00
11;PA-011;03.02.01;KEU;0;Kursi Kerja ( Merah Roda );PONTIANAK;PA;2022;2022;Chairman;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/11/IMG20220723075832_490b6ab770483c1549584d1d5d7ea5b2.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
12;PA-012;03.02.01;ADM;0;Kursi Kerja ( Merah Roda );PONTIANAK;PA;2019;2019;Informa;NULL;NULL;Informa;0;NULL;NULL;NULL;NULL;NULL;Baik;NULL;public/databrg/33/12/IMG20220723075832_59ae38f2d25621c0efa0c881d0fc0169.jpg;0000-00-00 00:00:00;0000-00-00 00:00:00
